,Regio,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,latitude,longitude
252,Hardinxveld-Giessendam,95714.0,106041.0,112475.0,118343.0,136017.0,161210.0,185218.0,194495.0,203718.0,227510.0,237991.0,237295.0,250357.0,254301.0,223537.0,234917.0,234920.0,216192.0,226069.0,230829.0,203843.0,221844.0,246909.0,255155.0,267363.0,279851.0,326786.0,51.83862405,4.824610423909343
254,Harenkarspel,93709.0,99975.0,115639.0,128632.0,159284.0,171429.0,207715.0,216958.0,228108.0,242279.0,250569.0,252527.0,274154.0,270578.0,272635.0,254357.0,255317.0,238441.0,,,,,,,,,,52.7323845,4.743961
256,Harmelen,121244.0,132090.0,159009.0,157973.0,191598.0,212483.0,,,,,,,,,,,,,,,,,,,,,,52.0914501,4.9639631
258,Hattem,120635.0,125994.0,128388.0,163875.0,188710.0,215094.0,223887.0,264212.0,245064.0,294878.0,280867.0,280065.0,317911.0,305655.0,300279.0,308225.0,276121.0,252060.0,231867.0,267997.0,252723.0,253125.0,300119.0,294928.0,296484.0,336286.0,437348.0,52.476711699999996,6.061913261141655
259,Havelte,110151.0,121630.0,130101.0,,,,,,,,,,,,,,,,,,,,,,,,,52.7712967,6.235975
260,Hedel,106271.0,127338.0,132003.0,155182.0,,,,,,,,,,,,,,,,,,,,,,,,51.7448817,5.2597063
261,Heel,94071.0,103967.0,119821.0,140901.0,163625.0,169033.0,182187.0,204386.0,208251.0,202001.0,211675.0,223473.0,,,,,,,,,,,,,,,,51.179622,5.8947908
262,Heemskerk,87023.0,100763.0,114790.0,126773.0,127922.0,157032.0,172935.0,194783.0,204539.0,202299.0,209069.0,212988.0,222880.0,231877.0,208671.0,223218.0,227092.0,218512.0,206489.0,209944.0,221822.0,248864.0,268086.0,284368.0,318055.0,355754.0,404142.0,52.51011775,4.635060887073173
263,Heemstede,157278.0,181408.0,202332.0,233389.0,258342.0,307890.0,358232.0,346612.0,374191.0,370338.0,396675.0,439724.0,465567.0,494793.0,492757.0,438239.0,463496.0,391473.0,375390.0,401492.0,440883.0,447976.0,514206.0,563152.0,626574.0,647455.0,694937.0,52.3528406,4.6217323
264,Heerde,121513.0,134403.0,147217.0,155712.0,204076.0,227675.0,261520.0,297117.0,282824.0,281316.0,295846.0,311826.0,332897.0,317849.0,308936.0,271153.0,270538.0,247333.0,242262.0,247746.0,244140.0,269274.0,277731.0,301684.0,327509.0,352913.0,404432.0,52.4056303,6.0413984003658525
265,Heerenveen,88265.0,98341.0,85335.0,114229.0,130350.0,152388.0,161210.0,176724.0,193360.0,189904.0,193539.0,213149.0,219663.0,215080.0,213419.0,217437.0,215899.0,201170.0,181865.0,184402.0,202490.0,207625.0,220721.0,246769.0,257836.0,286218.0,317736.0,52.998474200000004,5.923148795038062
266,Heerewaarden,85521.0,120545.0,110842.0,108566.0,,,,,,,,,,,,,,,,,,,,,,,,51.8182082,5.3894088
267,Heerhugowaard,83597.0,92702.0,106534.0,99571.0,123962.0,152068.0,158688.0,177484.0,186938.0,194814.0,197569.0,215747.0,222561.0,222534.0,210710.0,221137.0,219856.0,201594.0,184002.0,194493.0,200886.0,211422.0,232306.0,260753.0,283079.0,300434.0,323983.0,52.6631484,4.8326672
268,Heerjansdam,90682.0,107870.0,119187.0,136325.0,176384.0,172368.0,180217.0,197083.0,,,,,,,,,,,,,,,,,,,,51.8353451,4.561677
269,Heerlen,79269.0,84871.0,91170.0,96015.0,110819.0,125627.0,129077.0,132531.0,138594.0,138254.0,142184.0,151749.0,152629.0,154325.0,152164.0,143523.0,148649.0,138848.0,132376.0,140735.0,144517.0,152276.0,150459.0,165584.0,182279.0,202356.0,230616.0,50.8876735,5.9773285
270,Heesch,72471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73519,5.5266331
271,Heeze,115698.0,135210.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.3832098,5.5715902
272,Heeze-Leende,,,161443.0,175009.0,218374.0,251843.0,269158.0,268071.0,292646.0,326160.0,304237.0,335947.0,355590.0,356751.0,373613.0,320577.0,316349.0,296352.0,241246.0,252180.0,283076.0,303029.0,319959.0,353744.0,353329.0,393230.0,433505.0,51.35863595,5.5779773009269675
273,Heiloo,112161.0,129373.0,145930.0,167994.0,191356.0,254085.0,256245.0,280247.0,281035.0,293106.0,300648.0,324972.0,353573.0,346002.0,325063.0,323048.0,285864.0,293819.0,266485.0,273334.0,274007.0,297598.0,335901.0,365263.0,388752.0,439156.0,558472.0,52.60192475,4.70503175175436
274,Heino,101516.0,112486.0,135205.0,144477.0,161954.0,197109.0,,,,,,,,,,,,,,,,,,,,,,52.4361877,6.2337581
276,Hellendoorn,91042.0,107832.0,124925.0,128829.0,144842.0,170865.0,191994.0,206850.0,210339.0,212020.0,221999.0,249856.0,234786.0,253571.0,235707.0,237147.0,226722.0,213532.0,211509.0,207090.0,215075.0,231536.0,241428.0,250453.0,270821.0,307962.0,334791.0,52.39046275,6.451511548705841
277,Hellevoetsluis,91911.0,97661.0,100978.0,107851.0,121410.0,146110.0,160901.0,165033.0,186622.0,193883.0,211449.0,220039.0,221227.0,223750.0,218531.0,209862.0,221333.0,205809.0,197288.0,200780.0,201638.0,216099.0,238097.0,253835.0,268772.0,287915.0,306338.0,51.8433469,4.121302772091924
278,Helmond,81706.0,93911.0,98451.0,114992.0,140734.0,178004.0,190243.0,200408.0,205829.0,221262.0,230095.0,243798.0,258379.0,259999.0,237626.0,232173.0,240362.0,231730.0,202327.0,218952.0,213328.0,232417.0,247358.0,267055.0,286812.0,305792.0,339835.0,51.4790956,5.6557686
279,Helvoirt,149091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6336388,5.2290649
280,Hendrik-Ido-Ambacht,102339.0,104810.0,119071.0,135507.0,151637.0,163374.0,188269.0,204417.0,213572.0,210695.0,218595.0,239759.0,254647.0,250965.0,237782.0,216565.0,230267.0,240015.0,215459.0,190004.0,216614.0,238077.0,258871.0,283603.0,319455.0,348122.0,380186.0,51.84664995,4.634280416662918
281,Hengelo (Gld.),122162.0,112685.0,114227.0,145773.0,163363.0,200221.0,179502.0,256478.0,242798.0,247606.0,,,,,,,,,,,,,,,,,,52.0522752,6.3112579
282,Hengelo (O.),80673.0,84993.0,102755.0,113750.0,122856.0,145539.0,159027.0,163791.0,171258.0,174551.0,184516.0,195360.0,204368.0,211691.0,198268.0,191882.0,196713.0,180823.0,171640.0,172654.0,175274.0,188084.0,201845.0,216818.0,233423.0,249108.0,289151.0,52.2658726,6.7924049
283,Het Hogeland,,,,,,,,,,,,,,,,,,,,,,,,,188784.0,200484.0,251832.0,53.41292275,6.505729936056789
284,Heteren,103463.0,118806.0,157188.0,141063.0,158822.0,199557.0,,,,,,,,,,,,,,,,,,,,,,51.9554341,5.7573215
285,Heumen,120902.0,133517.0,125101.0,149283.0,178199.0,217530.0,250791.0,268700.0,275412.0,267051.0,302561.0,300016.0,305215.0,349173.0,326891.0,311444.0,299974.0,286994.0,257997.0,248947.0,289183.0,285464.0,301001.0,312957.0,362576.0,371889.0,403251.0,51.78111135,5.824896568483027
286,Heusden,103971.0,117528.0,125062.0,143818.0,168283.0,214837.0,234214.0,246720.0,253125.0,269678.0,275896.0,297035.0,300707.0,303199.0,285910.0,274736.0,262685.0,266290.0,234010.0,242205.0,254451.0,263206.0,291111.0,307564.0,330920.0,371950.0,411890.0,51.6888859,5.165506991078929
287,Heythuysen,105516.0,102783.0,122491.0,133036.0,160110.0,171463.0,176702.0,209915.0,197927.0,191738.0,212365.0,211227.0,,,,,,,,,,,,,,,,51.2501987,5.9009266
288,Hillegom,109956.0,123589.0,135928.0,142466.0,170537.0,202194.0,220961.0,234197.0,257089.0,237705.0,240442.0,252031.0,270795.0,270233.0,256797.0,241679.0,253132.0,247519.0,212537.0,220349.0,212507.0,235409.0,269474.0,300052.0,329777.0,324741.0,392555.0,52.29482605,4.572971256401671
289,Hilvarenbeek,114728.0,135774.0,140068.0,177305.0,204436.0,235464.0,276947.0,296211.0,302281.0,286990.0,296309.0,346414.0,350586.0,349330.0,350129.0,329000.0,322413.0,305152.0,263775.0,258232.0,299696.0,301825.0,328528.0,341986.0,362634.0,403876.0,474617.0,51.48698395,5.146972817481462
290,Hilversum,115487.0,127310.0,137910.0,154818.0,186308.0,235920.0,244385.0,251832.0,241174.0,258522.0,271786.0,288997.0,315103.0,319097.0,291516.0,297574.0,304479.0,295321.0,253527.0,269621.0,280239.0,295175.0,324560.0,369497.0,404786.0,440080.0,521263.0,52.2241375,5.1719396
291,Hoeksche Waard,,,,,,,,,,,,,,,,,,,,,,,,,297347.0,329804.0,364756.0,51.76743725,4.435615258877212
292,Hoevelaken,123855.0,144740.0,155020.0,182323.0,220007.0,,,,,,,,,,,,,,,,,,,,,,,52.1757138,5.4577033
293,Hoeven,130923.0,137176.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5802562,4.5875432
294,Hof van Twente,,,,,,,221738.0,207006.0,212067.0,234299.0,206705.0,245320.0,262927.0,248309.0,265040.0,232595.0,250112.0,231097.0,196506.0,220257.0,225881.0,231967.0,249795.0,254847.0,274670.0,299266.0,354722.0,52.2359271,6.5668637425282705
295,Hollands Kroon,,,,,,,,,,,,,,,,,,220798.0,184575.0,184526.0,197365.0,206855.0,222089.0,234895.0,257549.0,256800.0,302564.0,52.875946799999994,4.965504712047365
296,Holten,130864.0,95728.0,134358.0,159840.0,153537.0,188765.0,,,,,,,,,,,,,,,,,,,,,,52.2819676,6.4216444
297,Hontenisse,66507.0,63144.0,66012.0,70262.0,96987.0,89910.0,113512.0,131043.0,,,,,,,,,,,,,,,,,,,,51.8727157,4.46375
301,Hoogeveen,76666.0,81690.0,88344.0,100190.0,110110.0,140889.0,145570.0,151379.0,160773.0,160541.0,165674.0,188812.0,197650.0,192917.0,186762.0,196371.0,179743.0,170511.0,168759.0,171785.0,174397.0,186967.0,188528.0,191818.0,209654.0,232875.0,272291.0,52.7264258,6.49308148854467
302,Hoogezand-Sappemeer,71203.0,72662.0,75866.0,82882.0,94139.0,105992.0,124369.0,145410.0,137927.0,143278.0,152832.0,163431.0,179954.0,171688.0,179195.0,160093.0,157539.0,174038.0,150580.0,146387.0,160547.0,177921.0,174784.0,,,,,53.1597953,6.7709176
303,Hoorn,88495.0,95123.0,100374.0,114848.0,124423.0,155768.0,172315.0,180622.0,187277.0,196254.0,205290.0,213710.0,217863.0,231154.0,215699.0,207710.0,217449.0,197867.0,190462.0,187643.0,194761.0,207844.0,234005.0,262560.0,273490.0,294233.0,351708.0,52.622545450000004,5.067726588147824
305,Horst aan de Maas,,,,,,,193573.0,202640.0,214697.0,212227.0,210991.0,233951.0,240833.0,237527.0,216541.0,219936.0,227646.0,211877.0,217208.0,213445.0,216232.0,227370.0,242769.0,256883.0,270171.0,296947.0,327659.0,51.4515953,6.030898893223135
306,Houten,128757.0,143854.0,145302.0,163767.0,188524.0,208864.0,244945.0,257016.0,251232.0,261971.0,276679.0,297451.0,314338.0,321049.0,297216.0,311081.0,313755.0,297209.0,258693.0,263450.0,289409.0,306475.0,350247.0,369260.0,384695.0,446636.0,502688.0,52.03061555,5.161216639426677
307,Huijbergen,104597.0,115092.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.4330325,4.3768613
308,Huissen,98625.0,111771.0,116483.0,128482.0,159681.0,165409.0,,,,,,,,,,,,,,,,,,,,,,51.9383502,5.9393769
309,Huizen,131610.0,148372.0,168413.0,192168.0,227775.0,298526.0,303791.0,301534.0,280819.0,296721.0,343266.0,336837.0,395973.0,386312.0,383781.0,291376.0,352737.0,252387.0,253033.0,294853.0,305102.0,299365.0,349587.0,381559.0,408548.0,449470.0,536037.0,52.296484449999994,5.240582040690262
310,Hulst,65033.0,79145.0,82632.0,94421.0,91570.0,102309.0,120244.0,145451.0,143809.0,151421.0,165049.0,163538.0,175950.0,191943.0,179875.0,182051.0,177863.0,175535.0,177663.0,177323.0,194385.0,190359.0,199354.0,207949.0,225322.0,246569.0,271034.0,51.33154005,4.087702865596897
311,Hummelo en Keppel,108463.0,101232.0,147144.0,184526.0,202731.0,251598.0,267459.0,257417.0,286571.0,288253.0,,,,,,,,,,,,,,,,,,52.0057887,6.1977462
312,Hunsel,97161.0,106599.0,127105.0,144124.0,148422.0,176183.0,170850.0,200429.0,206277.0,216841.0,211193.0,222890.0,,,,,,,,,,,,,,,,51.1894042,5.8125896
313,IJsselham,71084.0,89951.0,109345.0,107072.0,143756.0,148473.0,,,,,,,,,,,,,,,,,,,,,,52.8082011,5.953781801490558
314,IJsselmuiden,84519.0,92418.0,111769.0,134140.0,144843.0,151084.0,,,,,,,,,,,,,,,,,,,,,,52.5633577,5.9403387
315,IJsselstein,104250.0,114951.0,139570.0,135724.0,186725.0,197387.0,199309.0,205660.0,240870.0,230360.0,238726.0,248512.0,262592.0,273547.0,273329.0,282636.0,271287.0,261273.0,237293.0,255240.0,255430.0,267542.0,287639.0,320499.0,358675.0,367980.0,413115.0,52.026205250000004,5.028685923229064
316,Jacobswoude,136797.0,148837.0,176322.0,164178.0,185447.0,250841.0,231279.0,264324.0,271602.0,283945.0,287374.0,302439.0,354592.0,318845.0,,,,,,,,,,,,,,52.1686627,4.6675809
317,Kaag en Braassem,,,,,,,,,,,,,,,308872.0,263128.0,285424.0,263310.0,297848.0,261236.0,247183.0,273892.0,316044.0,335511.0,363467.0,383736.0,441190.0,52.193046249999995,4.621636649034843
318,Kampen,74369.0,82519.0,92334.0,96545.0,108441.0,131882.0,159278.0,171426.0,186241.0,185951.0,197167.0,214869.0,198050.0,200039.0,209511.0,202032.0,202775.0,200033.0,180371.0,186175.0,199886.0,213513.0,218823.0,230409.0,250239.0,269422.0,310676.0,52.5559484,5.9033303
320,Katwijk,108842.0,123345.0,136703.0,146568.0,162358.0,178603.0,206494.0,221708.0,227065.0,223899.0,235748.0,262088.0,265457.0,289552.0,275304.0,264701.0,276218.0,262495.0,246802.0,249884.0,236911.0,256551.0,278192.0,315388.0,339783.0,361519.0,388991.0,52.2005078,4.4146372
321,Kerkrade,85999.0,91476.0,94666.0,98477.0,110922.0,129601.0,124263.0,124813.0,132238.0,133140.0,131913.0,147406.0,151591.0,153858.0,147565.0,146410.0,138273.0,136112.0,126057.0,130680.0,143898.0,145428.0,159034.0,169047.0,181691.0,194105.0,216618.0,50.87489555,6.05938669638836
322,Kerkwijk,116455.0,124486.0,152533.0,171324.0,,,,,,,,,,,,,,,,,,,,,,,,51.7745473,5.2187988
323,Kessel,102920.0,118271.0,137282.0,155008.0,172349.0,183168.0,185507.0,249307.0,200059.0,237827.0,272073.0,235798.0,259272.0,266124.0,218711.0,,,,,,,,,,,,,51.2912483,6.05734
324,Kesteren,116094.0,118401.0,133895.0,145379.0,186220.0,220961.0,224637.0,243685.0,204236.0,,,,,,,,,,,,,,,,,,,51.9315803,5.583255
325,Klundert,92536.0,97672.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.6627188,4.5346644
326,Koggenland,,,,,,,,,,,,,256294.0,267012.0,243375.0,229511.0,224873.0,223194.0,209897.0,208266.0,213360.0,224528.0,242181.0,264679.0,277496.0,340448.0,388633.0,52.64758125,4.952321716593174
328,Korendijk,92152.0,110585.0,117886.0,120636.0,157600.0,198857.0,197632.0,196785.0,225624.0,251065.0,235071.0,244361.0,274882.0,297189.0,249725.0,256023.0,305267.0,267438.0,226068.0,215246.0,207497.0,219114.0,252434.0,254663.0,,,,51.8820257,4.5468666
329,Krimpen aan den IJssel,108267.0,118460.0,123898.0,117380.0,154952.0,185729.0,201613.0,207953.0,222538.0,247946.0,255908.0,255366.0,257449.0,264577.0,253590.0,254359.0,250096.0,241131.0,227001.0,221471.0,239649.0,244028.0,256314.0,288862.0,300039.0,336995.0,373643.0,51.914403,4.5887889
330,Krimpenerwaard,,,,,,,,,,,,,,,,,,,,,228836.0,233989.0,251212.0,280234.0,312776.0,338238.0,386435.0,51.9557379,4.7578508238209745
331,Laarbeek,,,139623.0,161727.0,194889.0,225226.0,229030.0,250993.0,252194.0,269028.0,284548.0,277837.0,310409.0,318768.0,282780.0,287390.0,265549.0,248124.0,227137.0,229455.0,248923.0,281654.0,269783.0,300475.0,314068.0,334854.0,419784.0,51.53228435,5.61265248893554
333,Landgraaf,89040.0,98642.0,109223.0,116649.0,125073.0,144064.0,147440.0,151737.0,158616.0,164110.0,164228.0,171895.0,176484.0,180821.0,162740.0,174867.0,168068.0,161858.0,138299.0,156878.0,166851.0,175165.0,187701.0,194278.0,208795.0,217604.0,257710.0,50.9080845,6.0264604
334,Landsmeer,123648.0,138970.0,164095.0,163470.0,226922.0,281173.0,265359.0,292663.0,293248.0,311645.0,301145.0,353809.0,348546.0,335556.0,304676.0,312928.0,373606.0,298499.0,289718.0,285414.0,314196.0,330760.0,422625.0,449963.0,423804.0,538061.0,593680.0,52.44966555,4.9302029546875765
335,Langbroek,165362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0112919,5.3259739
336,Langedijk,106779.0,105623.0,132920.0,151096.0,152006.0,172874.0,192363.0,236888.0,245419.0,234481.0,254901.0,253012.0,287683.0,285570.0,309463.0,284514.0,280454.0,252899.0,244719.0,242905.0,259037.0,275273.0,281401.0,313214.0,351227.0,353062.0,370206.0,52.73405055,4.774798528046512
337,Lansingerland,,,,,,,,,,,,,298820.0,314254.0,286169.0,306754.0,276279.0,264171.0,265834.0,253317.0,270344.0,300513.0,340908.0,363443.0,396044.0,427658.0,468193.0,52.01101685,4.507645445233463
338,Laren (NH.),206969.0,235471.0,252389.0,341786.0,414031.0,519574.0,593717.0,493927.0,507984.0,526039.0,578934.0,589841.0,724935.0,685662.0,601464.0,609967.0,580775.0,601421.0,600985.0,539185.0,559259.0,608575.0,636543.0,778865.0,768056.0,788028.0,989352.0,52.24253135,5.216244030438073
340,Leende,105776.0,155200.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.3484037,5.5518897
341,Leerdam,102275.0,108269.0,126916.0,143284.0,163025.0,175872.0,187761.0,209793.0,220550.0,235455.0,246416.0,262331.0,250876.0,261810.0,253060.0,265514.0,239032.0,238783.0,213370.0,226080.0,218134.0,218720.0,253852.0,263295.0,,,,51.8937403,5.0924413
342,Leersum,137292.0,161482.0,158658.0,184003.0,236404.0,306267.0,293779.0,297513.0,288445.0,321193.0,308614.0,,,,,,,,,,,,,,,,,52.0102642,5.4332757
343,Leeuwarden,56599.0,64280.0,68965.0,76318.0,85888.0,95702.0,109683.0,119998.0,126124.0,138721.0,143596.0,152814.0,163429.0,163906.0,163917.0,162912.0,164585.0,154669.0,143835.0,154238.0,157690.0,164437.0,177737.0,196578.0,215883.0,230738.0,262188.0,53.2005936,5.7918548
344,Leeuwarderadeel,71054.0,77910.0,92122.0,102744.0,117655.0,118574.0,135197.0,150069.0,160210.0,178244.0,185253.0,198108.0,202449.0,187704.0,185058.0,186069.0,202571.0,186295.0,165892.0,181952.0,177736.0,182051.0,184494.0,,,,,53.2606453,5.758762151642214
345,Leiden,96880.0,107861.0,120187.0,130218.0,149526.0,169188.0,191841.0,204813.0,210740.0,214734.0,228423.0,245703.0,247905.0,260213.0,247186.0,247368.0,253126.0,228000.0,215905.0,223600.0,236456.0,254080.0,283245.0,314549.0,349233.0,359467.0,405468.0,52.1594747,4.4908843
346,Leiderdorp,116518.0,96127.0,128577.0,145288.0,164543.0,190953.0,228356.0,218275.0,240625.0,236989.0,228382.0,251978.0,279972.0,283939.0,258210.0,273562.0,247671.0,229304.0,233190.0,233327.0,247089.0,258899.0,284180.0,313111.0,325687.0,343268.0,416150.0,52.15705765,4.543378647059756
347,Leidschendam,116371.0,139731.0,147601.0,170171.0,151981.0,185145.0,193936.0,,,,,,,,,,,,,,,,,,,,,52.0861654,4.3946774
348,Leidschendam-Voorburg,,,,,,,,219317.0,215828.0,221080.0,229140.0,253054.0,262784.0,282357.0,259940.0,259285.0,276058.0,258856.0,252530.0,260351.0,259401.0,255532.0,280929.0,322628.0,340427.0,374089.0,432286.0,52.09260105,4.4321249720751625
349,Lelystad,80373.0,75645.0,84182.0,88743.0,95740.0,131274.0,132276.0,153606.0,158050.0,167137.0,174333.0,188626.0,193464.0,196381.0,184520.0,193575.0,175362.0,165632.0,161270.0,171740.0,179997.0,187695.0,196170.0,230010.0,242923.0,273122.0,332187.0,52.5150949,5.4768915
350,Lemsterland,69762.0,87942.0,103767.0,98013.0,131948.0,152632.0,171660.0,197281.0,176965.0,199696.0,211641.0,243643.0,238942.0,266009.0,236389.0,232538.0,233114.0,208068.0,209377.0,,,,,,,,,51.7279227,5.3042828
351,Leudal,,,,,,,,,,,,,222437.0,234941.0,207910.0,229473.0,210866.0,220650.0,187527.0,196196.0,197220.0,215193.0,226970.0,251751.0,255954.0,289030.0,324308.0,51.2339148,5.895853139985457
352,Leusden,110986.0,129710.0,143657.0,170009.0,191288.0,226726.0,229760.0,243656.0,252104.0,249890.0,261142.0,285156.0,311567.0,319497.0,288982.0,284713.0,279675.0,275276.0,250606.0,260818.0,269736.0,285751.0,290726.0,354188.0,354700.0,419046.0,434561.0,52.1187668,5.417118899734083
353,Lichtenvoorde,89614.0,84703.0,101628.0,122485.0,153867.0,179349.0,185947.0,187792.0,203498.0,196561.0,,,,,,,,,,,,,,,,,,51.9890577,6.5716944
354,Liemeer,110772.0,145480.0,135402.0,165561.0,196010.0,273488.0,220033.0,300379.0,265045.0,225147.0,288251.0,284869.0,,,,,,,,,,,,,,,,52.1962809,4.7723584
355,Liempde,104049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5705349,5.3713218
356,Lienden,104702.0,133461.0,154901.0,174258.0,,,,,,,,,,,,,,,,,,,,,,,,51.9457517,5.5152908
357,Lieshout,142234.0,136929.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.5179298,5.5953771
358,Liesveld,108307.0,113013.0,153675.0,143204.0,165105.0,224057.0,215477.0,233088.0,226580.0,268988.0,301193.0,286430.0,270111.0,322740.0,299347.0,266961.0,255213.0,226339.0,,,,,,,,,,51.9315551,4.8321927
360,Limmen,129307.0,127716.0,164148.0,149307.0,191213.0,238327.0,254689.0,,,,,,,,,,,,,,,,,,,,,52.5718803,4.6937182
361,Lingewaal,110338.0,115339.0,135703.0,126776.0,176891.0,190331.0,233481.0,209712.0,247698.0,242122.0,252029.0,296717.0,300531.0,299193.0,300741.0,314473.0,281097.0,274271.0,230425.0,228361.0,259607.0,251800.0,308917.0,317974.0,,,,51.879199,5.099020579870537
362,Lingewaard,,,,,,,,,230727.0,226442.0,238810.0,248445.0,251552.0,250887.0,249537.0,237937.0,229845.0,223947.0,211963.0,216608.0,228530.0,241218.0,255501.0,281469.0,290167.0,330854.0,390277.0,51.9074337,5.9439721314706215
363,Lisse,114577.0,135045.0,149916.0,158911.0,183852.0,210510.0,227206.0,242337.0,251873.0,259238.0,276045.0,282457.0,299049.0,319543.0,287020.0,264441.0,280323.0,250650.0,227798.0,238839.0,270126.0,271897.0,296778.0,315484.0,353896.0,380206.0,430324.0,52.2540183,4.541928029675811
366,Lochem,95575.0,127217.0,129858.0,149716.0,128230.0,205967.0,232456.0,251135.0,241894.0,242371.0,292421.0,298014.0,338877.0,321019.0,321049.0,303175.0,300828.0,292671.0,246902.0,271343.0,287594.0,291188.0,308386.0,330416.0,365568.0,383972.0,437774.0,52.171513149999996,6.343658160434859
367,Loenen,156255.0,197075.0,212209.0,227230.0,308590.0,369292.0,401643.0,467597.0,394521.0,428194.0,427507.0,474214.0,489600.0,455406.0,483588.0,481965.0,,,,,,,,,,,,52.1174796,6.018526
368,Loon op Zand,113522.0,125753.0,133603.0,140275.0,162926.0,197403.0,226061.0,247824.0,239913.0,250325.0,273473.0,283766.0,292898.0,294059.0,275870.0,273728.0,265546.0,253362.0,226180.0,220919.0,230471.0,242083.0,270398.0,285041.0,306774.0,312096.0,362501.0,51.641135750000004,5.048667555713678
369,Loosdrecht,176866.0,171129.0,207810.0,230835.0,332647.0,355305.0,406404.0,,,,,,,,,,,,,,,,,,,,,52.202599250000006,5.090562880785403
370,Lopik,107537.0,122929.0,132147.0,148736.0,176913.0,191173.0,203875.0,220293.0,262504.0,246932.0,267610.0,279307.0,272461.0,298172.0,285121.0,274253.0,299039.0,265807.0,242431.0,234429.0,237263.0,247645.0,283807.0,318981.0,350796.0,340678.0,397772.0,51.9818527,4.941539299456483
371,Loppersum,65708.0,65679.0,74255.0,86487.0,93141.0,114180.0,128646.0,152742.0,152407.0,160441.0,160658.0,179773.0,187471.0,199747.0,176819.0,169303.0,183440.0,171097.0,149523.0,152793.0,146694.0,194173.0,175980.0,187507.0,192374.0,215487.0,,53.3320144,6.7469502
372,Losser,90161.0,93495.0,98773.0,104911.0,129616.0,159735.0,173660.0,202883.0,197376.0,205101.0,204494.0,228460.0,231059.0,228750.0,200063.0,211509.0,236220.0,202447.0,192340.0,204968.0,204490.0,219042.0,244841.0,240570.0,247547.0,263808.0,327243.0,52.300289,6.988104272999393
373,Luyksgestel,104058.0,119900.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.288718,5.3212714
374,Maarheeze,125074.0,138304.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.3121159,5.6158604
375,Maarn,152767.0,159479.0,184195.0,194427.0,236588.0,333966.0,342197.0,331203.0,353088.0,343730.0,335174.0,,,,,,,,,,,,,,,,,52.0644594,5.3717199
376,Maarssen,111011.0,115763.0,131666.0,149150.0,174051.0,195026.0,203072.0,224701.0,229647.0,227087.0,245748.0,263000.0,270735.0,265278.0,258035.0,271988.0,,,,,,,,,,,,52.1384846,5.040082
377,Maartensdijk,158929.0,172371.0,152551.0,168257.0,234671.0,294229.0,,,,,,,,,,,,,,,,,,,,,,52.158276,5.1731443
378,Maasbracht,93852.0,104449.0,117079.0,132904.0,141323.0,165942.0,178669.0,200167.0,192091.0,190422.0,203057.0,198324.0,,,,,,,,,,,,,,,,51.1428567,5.8830683
379,Maasbree,104933.0,110681.0,130204.0,129053.0,137583.0,183456.0,196293.0,203416.0,196002.0,211486.0,214816.0,230885.0,232660.0,253990.0,208263.0,,,,,,,,,,,,,51.3586733,6.047488
380,Maasdonk,117575.0,121735.0,153965.0,158420.0,191404.0,212682.0,258466.0,286945.0,286645.0,314279.0,304721.0,304447.0,353726.0,330128.0,352621.0,356114.0,291433.0,284905.0,254746.0,248976.0,,,,,,,,51.739867,5.4607649
381,Maasdriel,106965.0,134669.0,150684.0,138134.0,191159.0,240351.0,261069.0,253317.0,256806.0,294338.0,270387.0,295874.0,323975.0,313045.0,273261.0,268069.0,256887.0,246589.0,228658.0,217316.0,227544.0,270082.0,279835.0,294121.0,318200.0,344312.0,405150.0,51.7853378,5.316792505584603
382,Maasgouw,,,,,,,,,,,,,207044.0,226583.0,201493.0,199760.0,215945.0,203048.0,187345.0,189365.0,197665.0,208484.0,220019.0,237465.0,254930.0,268396.0,304396.0,51.1577134,5.894547348825503
383,Maasland,119444.0,128127.0,161588.0,170365.0,190252.0,272499.0,269366.0,289555.0,248489.0,,,,,,,,,,,,,,,,,,,51.9367248,4.2740314
384,Maassluis,93142.0,104509.0,110218.0,114632.0,130664.0,147529.0,165703.0,186829.0,198764.0,199618.0,213473.0,221141.0,230005.0,222722.0,214266.0,212533.0,214513.0,204003.0,191268.0,190249.0,190420.0,207172.0,200659.0,248025.0,251727.0,295038.0,329919.0,51.9266671,4.244000657157326
